id,tournament,tier,url,prizepool
487,Chilean Cup 2022,B-Tier,https://aoe-elo.com/tournament/487/Chilean-Cup-2022,N/A
488,EndoWar 3,B-Tier,https://aoe-elo.com/tournament/488/EndoWar-3,N/A
482,Chaos Cup - Bracket 1,NaN,https://aoe-elo.com/tournament/482/Chaos-Cup---Bracket-1,N/A
480,Gamers Assembly: Summer Edition 2022,B-Tier,https://aoe-elo.com/tournament/480/Gamers-Assembly--Summer-Edition-2022,$983
474,Wallhalla,A-Tier,https://aoe-elo.com/tournament/474/Wallhalla,$4200
483,Rusaoc Cup 93: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/483/Rusaoc-Cup-93--Arena,$154
470,KIT SC Plünderparty - Saison 5,NaN,https://aoe-elo.com/tournament/470/KIT-SC-Pl--nderparty---Saison-5,N/A
475,Chaos Cup,C-Tier,https://aoe-elo.com/tournament/475/Chaos-Cup,$150
479,Red Bull Wololo: Legacy Extra Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/479/Red-Bull-Wololo--Legacy-Extra-Qualifier,N/A
477,8 Mercenaries 2nd Edition,B-Tier,https://aoe-elo.com/tournament/477/8-Mercenaries-2nd-Edition,$1025
411,Aorus League 5,B-Tier,https://aoe-elo.com/tournament/411/Aorus-League-5,$500
478,Rusaoc Cup 92: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/478/Rusaoc-Cup-92--Arabia,$146
413,Wallhalla Qualifier,Qualifier (A-Tier),https://aoe-elo.com/tournament/413/Wallhalla-Qualifier,N/A
472,USA Cup 3,B-Tier,https://aoe-elo.com/tournament/472/USA-Cup-3,$1100
451,AOEliga: Season #5,C-Tier,https://aoe-elo.com/tournament/451/AOEliga--Season--5,$87
440,Lady of the Elephant,B-Tier,https://aoe-elo.com/tournament/440/Lady-of-the-Elephant,$650
471,Red Bull Wololo: Legacy Qualifier #2,Qualifier (S-Tier),https://aoe-elo.com/tournament/471/Red-Bull-Wololo--Legacy-Qualifier--2,N/A
469,Red Bull Wololo: Legacy Qualifier #1,Qualifier (S-Tier),https://aoe-elo.com/tournament/469/Red-Bull-Wololo--Legacy-Qualifier--1,N/A
459,Great British Discord Community Cup 2022,C-Tier,https://aoe-elo.com/tournament/459/Great-British-Discord-Community-Cup-2022,$268
439,Copa México 2022: Viaje al Mictlán,B-Tier,https://aoe-elo.com/tournament/439/Copa-M--xico-2022--Viaje-al-Mictl--n,N/A
412,Maggie Summer Cup 2,C-Tier,https://aoe-elo.com/tournament/412/Maggie-Summer-Cup-2,$40
25,T90 Titans League: Gold League,A-Tier,https://aoe-elo.com/tournament/25/T90-Titans-League--Gold-League,$5200
410,Aorus League 5: Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/410/Aorus-League-5--Qualifier,N/A
27,Mid-Elo Mayhem 2,NaN,https://aoe-elo.com/tournament/27/Mid-Elo-Mayhem-2,$150
24,T90 Titans League: Platinum League,S-Tier,https://aoe-elo.com/tournament/24/T90-Titans-League--Platinum-League,$17300
26,Nomad Warriors,B-Tier,https://aoe-elo.com/tournament/26/Nomad-Warriors,$750
402,PTT Cup 14,B-Tier,https://aoe-elo.com/tournament/402/PTT-Cup-14,$943
405,RMS Cup 2,S-Tier,https://aoe-elo.com/tournament/405/RMS-Cup-2,$18400
407,Copa Aconcagua,Qualifier (B-Tier),https://aoe-elo.com/tournament/407/Copa-Aconcagua,$250
399,Arena Classic,B-Tier,https://aoe-elo.com/tournament/399/Arena-Classic,$375
404,RMS Cup 2: Qualifier 2,Qualifier (S-Tier),https://aoe-elo.com/tournament/404/RMS-Cup-2--Qualifier-2,$800
406,Kingsnipe Cup,B-Tier,https://aoe-elo.com/tournament/406/Kingsnipe-Cup,$420
409,LAN Lubbers,B-Tier,https://aoe-elo.com/tournament/409/LAN-Lubbers,N/A
467,Rusaoc Cup 88: Fortified Clearing,Weekly (C-Tier),https://aoe-elo.com/tournament/467/Rusaoc-Cup-88--Fortified-Clearing,$155
286,Championnat Francophone 4,NaN,https://aoe-elo.com/tournament/286/Championnat-Francophone-4,N/A
392,Only Land Cup,A-Tier,https://aoe-elo.com/tournament/392/Only-Land-Cup,$2000
403,RMS Cup 2: Qualifier 1,Qualifier (S-Tier),https://aoe-elo.com/tournament/403/RMS-Cup-2--Qualifier-1,$800
401,JorDan's Medieval Brawl Season 1 Finals,Weekly (B-Tier),https://aoe-elo.com/tournament/401/JorDan-s-Medieval-Brawl-Season-1-Finals,$1500
389,Battle for Scotland,B-Tier,https://aoe-elo.com/tournament/389/Battle-for-Scotland,$600
398,Aorus League 4,B-Tier,https://aoe-elo.com/tournament/398/Aorus-League-4,N/A
466,Rusaoc Cup 86: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/466/Rusaoc-Cup-86--Arabia,$157
397,JorDan's Medieval Brawl Season 1 #5,Weekly (B-Tier),https://aoe-elo.com/tournament/397/JorDan-s-Medieval-Brawl-Season-1--5,$500
393,Dynamite Cup II,C-Tier,https://aoe-elo.com/tournament/393/Dynamite-Cup-II,N/A
395,Vululu Invitational,B-Tier,https://aoe-elo.com/tournament/395/Vululu-Invitational,$2000
465,Rusaoc Cup 85: African Clearing,Weekly (C-Tier),https://aoe-elo.com/tournament/465/Rusaoc-Cup-85--African-Clearing,$142
394,JorDan's Medieval Brawl Season 1 #4,Weekly (B-Tier),https://aoe-elo.com/tournament/394/JorDan-s-Medieval-Brawl-Season-1--4,$500
495,Circuito Sudamericano de AOE2: Liga Tlaxcala,NaN,https://aoe-elo.com/tournament/495/Circuito-Sudamericano-de-AOE2--Liga-Tlaxcala,N/A
382,Sink or Swim,C-Tier,https://aoe-elo.com/tournament/382/Sink-or-Swim,N/A
408,Metsä Cup,C-Tier,https://aoe-elo.com/tournament/408/Mets---Cup,$200
390,The Resurgence,S-Tier,https://aoe-elo.com/tournament/390/The-Resurgence,$10000
378,Cổng VNS 2k3,C-Tier,https://aoe-elo.com/tournament/378/C---ng-VNS-2k3,$136
385,Master of the Circus 2,B-Tier,https://aoe-elo.com/tournament/385/Master-of-the-Circus-2,$1000
464,Rusaoc Cup 84: Bypass,Weekly (C-Tier),https://aoe-elo.com/tournament/464/Rusaoc-Cup-84--Bypass,$145
391,JorDan's Medieval Brawl Season 1 #3,Weekly (B-Tier),https://aoe-elo.com/tournament/391/JorDan-s-Medieval-Brawl-Season-1--3,$500
374,Rey de las Américas 3,A-Tier,https://aoe-elo.com/tournament/374/Rey-de-las-Am--ricas-3,$2300
396,The Golden Trials,NaN,https://aoe-elo.com/tournament/396/The-Golden-Trials,$75
388,Rise of the Elephants,A-Tier,https://aoe-elo.com/tournament/388/Rise-of-the-Elephants,$5000
381,OnlyBans,Qualifier (A-Tier),https://aoe-elo.com/tournament/381/OnlyBans,$1489
387,The Resurgence Qualifier,NaN,https://aoe-elo.com/tournament/387/The-Resurgence-Qualifier,N/A
386,Ayre Masters Series II: Arabia,B-Tier,https://aoe-elo.com/tournament/386/Ayre-Masters-Series-II--Arabia,N/A
380,Argeking77 Cup,B-Tier,https://aoe-elo.com/tournament/380/Argeking77-Cup,$300
384,Only Land French Cup,NaN,https://aoe-elo.com/tournament/384/Only-Land-French-Cup,N/A
369,Torneo Nacional Español 2021,B-Tier,https://aoe-elo.com/tournament/369/Torneo-Nacional-Espa--ol-2021,$382
376,Ayre Masters Series II: Arabia Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/376/Ayre-Masters-Series-II--Arabia-Qualifier,N/A
383,JorDan's Medieval Brawl Season 1 #2,Weekly (B-Tier),https://aoe-elo.com/tournament/383/JorDan-s-Medieval-Brawl-Season-1--2,$400
463,Rusaoc Cup 83: Marketplace,Weekly (C-Tier),https://aoe-elo.com/tournament/463/Rusaoc-Cup-83--Marketplace,$124
377,Top FR,NaN,https://aoe-elo.com/tournament/377/Top-FR,N/A
379,Cổng VNS 2k,NaN,https://aoe-elo.com/tournament/379/C---ng-VNS-2k,N/A
375,Banano Open Classic,NaN,https://aoe-elo.com/tournament/375/Banano-Open-Classic,$180
462,Rusaoc Cup 82: Grand Bara,Weekly (C-Tier),https://aoe-elo.com/tournament/462/Rusaoc-Cup-82--Grand-Bara,$109
373,JorDan's Medieval Brawl Season 1 #1,NaN,https://aoe-elo.com/tournament/373/JorDan-s-Medieval-Brawl-Season-1--1,N/A
359,Deep Waters Pro League: Season 2,B-Tier,https://aoe-elo.com/tournament/359/Deep-Waters-Pro-League--Season-2,N/A
468,Circuito Sudamericano de AOE2: Liga Tenochtitlán,NaN,https://aoe-elo.com/tournament/468/Circuito-Sudamericano-de-AOE2--Liga-Tenochtitl--n,N/A
370,Championnat Francophone 3,NaN,https://aoe-elo.com/tournament/370/Championnat-Francophone-3,N/A
368,Ayre Mid-Level Series,NaN,https://aoe-elo.com/tournament/368/Ayre-Mid-Level-Series,N/A
461,Rusaoc Cup 81: Fortress,Weekly (C-Tier),https://aoe-elo.com/tournament/461/Rusaoc-Cup-81--Fortress,$110
364,Throwing Baguette Cup 3,C-Tier,https://aoe-elo.com/tournament/364/Throwing-Baguette-Cup-3,$113
460,Rusaoc Cup 80: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/460/Rusaoc-Cup-80--Arena,$264
363,World Rumble,A-Tier,https://aoe-elo.com/tournament/363/World-Rumble,$5500
366,Master of Socotra 2,A-Tier,https://aoe-elo.com/tournament/366/Master-of-Socotra-2,N/A
367,King of the Four Lakes,C-Tier,https://aoe-elo.com/tournament/367/King-of-the-Four-Lakes,N/A
365,Aorus League 3,B-Tier,https://aoe-elo.com/tournament/365/Aorus-League-3,N/A
349,Master of HyperRandom,NaN,https://aoe-elo.com/tournament/349/Master-of-HyperRandom,$830
450,AOEliga: Season #4,C-Tier,https://aoe-elo.com/tournament/450/AOEliga--Season--4,$117
360,Ayre Masters Series I: The Golden Cup,B-Tier,https://aoe-elo.com/tournament/360/Ayre-Masters-Series-I--The-Golden-Cup,N/A
361,World Rumble Qualifier,Qualifier (A-Tier),https://aoe-elo.com/tournament/361/World-Rumble-Qualifier,N/A
458,Rusaoc Cup 78: Hill Fort,Weekly (C-Tier),https://aoe-elo.com/tournament/458/Rusaoc-Cup-78--Hill-Fort,$118
362,New Year - Cup,B-Tier,https://aoe-elo.com/tournament/362/New-Year---Cup,$200
353,Wandering Warriors Cup,S-Tier,https://aoe-elo.com/tournament/353/Wandering-Warriors-Cup,$25000
355,Ayre Masters Series I: The Golden Cup Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/355/Ayre-Masters-Series-I--The-Golden-Cup-Qualifier,N/A
356,King of Poland,NaN,https://aoe-elo.com/tournament/356/King-of-Poland,$445
358,8 Mercenaries,B-Tier,https://aoe-elo.com/tournament/358/8-Mercenaries,N/A
357,Deep Waters Pro League 2 Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/357/Deep-Waters-Pro-League-2-Qualifier,N/A
351,Plebs of Socotra,C-Tier,https://aoe-elo.com/tournament/351/Plebs-of-Socotra,$100
354,King of the African Clearing,C-Tier,https://aoe-elo.com/tournament/354/King-of-the-African-Clearing,N/A
352,Rusaoc Cup 77 - Final of the Year,A-Tier,https://aoe-elo.com/tournament/352/Rusaoc-Cup-77---Final-of-the-Year,N/A
456,Rusaoc Cup 75: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/456/Rusaoc-Cup-75--Arena,$66
457,Rusaoc Cup 76: Nomad,Weekly (C-Tier),https://aoe-elo.com/tournament/457/Rusaoc-Cup-76--Nomad,$66
455,Rusaoc Cup 74: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/455/Rusaoc-Cup-74--Arabia,$66
348,Coupe de France Age of Empires II,B-Tier,https://aoe-elo.com/tournament/348/Coupe-de-France-Age-of-Empires-II,N/A
345,King of the Desert 4,S-Tier,https://aoe-elo.com/tournament/345/King-of-the-Desert-4,$75000
350,Argentina Game Show 2021,B-Tier,https://aoe-elo.com/tournament/350/Argentina-Game-Show-2021,$736
454,Rusaoc Cup 72: Hill Fort,Weekly (C-Tier),https://aoe-elo.com/tournament/454/Rusaoc-Cup-72--Hill-Fort,$68
347,The Crystal Cup 2,NaN,https://aoe-elo.com/tournament/347/The-Crystal-Cup-2,$50
346,Aorus League 2,B-Tier,https://aoe-elo.com/tournament/346/Aorus-League-2,$1000
371,Taiwan Arena Clown Cup,B-Tier,https://aoe-elo.com/tournament/371/Taiwan-Arena-Clown-Cup,$1257
453,Rusaoc Cup 70: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/453/Rusaoc-Cup-70--Arena,$68
336,Ayre Pro League: Season 2,B-Tier,https://aoe-elo.com/tournament/336/Ayre-Pro-League--Season-2,$1000
344,Master of Asylum,NaN,https://aoe-elo.com/tournament/344/Master-of-Asylum,$450
334,Nomad Wars,B-Tier,https://aoe-elo.com/tournament/334/Nomad-Wars,$185
343,King of the Desert 4 Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/343/King-of-the-Desert-4-Qualifier,$2400
341,Liga Argentina 3,C-Tier,https://aoe-elo.com/tournament/341/Liga-Argentina-3,$100
339,The Greatt Cup,B-Tier,https://aoe-elo.com/tournament/339/The-Greatt-Cup,$907
452,Rusaoc Cup 69: Fortress,Weekly (C-Tier),https://aoe-elo.com/tournament/452/Rusaoc-Cup-69--Fortress,$71
485,EndoWar 2,C-Tier,https://aoe-elo.com/tournament/485/EndoWar-2,N/A
330,History Hit Open,A-Tier,https://aoe-elo.com/tournament/330/History-Hit-Open,$5000
335,Dutch Open 2021,C-Tier,https://aoe-elo.com/tournament/335/Dutch-Open-2021,$705
338,HOLY Cup,S-Tier,https://aoe-elo.com/tournament/338/HOLY-Cup,$15000
295,Double Cup 2,B-Tier,https://aoe-elo.com/tournament/295/Double-Cup-2,$700
331,Ayre Pro League: Season 2 Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/331/Ayre-Pro-League--Season-2-Qualifier,N/A
333,HOLY Cup: Qualifier 2,NaN,https://aoe-elo.com/tournament/333/HOLY-Cup--Qualifier-2,N/A
337,Taiwan Open,B-Tier,https://aoe-elo.com/tournament/337/Taiwan-Open,$3600
332,HOLY Cup: Qualifier 1,NaN,https://aoe-elo.com/tournament/332/HOLY-Cup--Qualifier-1,N/A
329,Red Bull Wololo 5,S-Tier,https://aoe-elo.com/tournament/329/Red-Bull-Wololo-5,$100000
324,Empirematics Gold Championship,B-Tier,https://aoe-elo.com/tournament/324/Empirematics-Gold-Championship,N/A
323,Chilean Cup 2021,C-Tier,https://aoe-elo.com/tournament/323/Chilean-Cup-2021,$96
328,Exiled Heroes,A-Tier,https://aoe-elo.com/tournament/328/Exiled-Heroes,N/A
449,Rusaoc Cup 66: Mountain Range,Weekly (C-Tier),https://aoe-elo.com/tournament/449/Rusaoc-Cup-66--Mountain-Range,$76
327,Clown Legion League,NaN,https://aoe-elo.com/tournament/327/Clown-Legion-League,N/A
316,WWP Cup,A-Tier,https://aoe-elo.com/tournament/316/WWP-Cup,$18290
326,Wakko Arena Cup,C-Tier,https://aoe-elo.com/tournament/326/Wakko-Arena-Cup,$255
448,Rusaoc Cup 65: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/448/Rusaoc-Cup-65--Arena,$74
311,PTT Cup 13,B-Tier,https://aoe-elo.com/tournament/311/PTT-Cup-13,$1300
322,SEAgame 2021,B-Tier,https://aoe-elo.com/tournament/322/SEAgame-2021,$595
325,Red Bull Wololo 5 Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/325/Red-Bull-Wololo-5-Qualifier,N/A
447,Rusaoc Cup 64: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/447/Rusaoc-Cup-64--Arabia,$61
321,All-In Cup,A-Tier,https://aoe-elo.com/tournament/321/All-In-Cup,$5000
320,Clash of Kings,C-Tier,https://aoe-elo.com/tournament/320/Clash-of-Kings,$237
317,Little Eagle Legends,B-Tier,https://aoe-elo.com/tournament/317/Little-Eagle-Legends,$500
310,Masters of Arena 6,A-Tier,https://aoe-elo.com/tournament/310/Masters-of-Arena-6,$3100
313,Latin Gaming eSports Cup,B-Tier,https://aoe-elo.com/tournament/313/Latin-Gaming-eSports-Cup,$400
300,The Great British Battle Off 2021,B-Tier,https://aoe-elo.com/tournament/300/The-Great-British-Battle-Off-2021,$1243
319,All-In Cup Qualifier,Qualifier (A-Tier),https://aoe-elo.com/tournament/319/All-In-Cup-Qualifier,N/A
318,DreamHack Beyond: Community Clash (NA),B-Tier,https://aoe-elo.com/tournament/318/DreamHack-Beyond--Community-Clash--NA-,$1000
315,The Open Classic,S-Tier,https://aoe-elo.com/tournament/315/The-Open-Classic,$35000
309,Visible Cup 4 Swiss Stage Round 7 & Play Offs,NaN,https://aoe-elo.com/tournament/309/Visible-Cup-4-Swiss-Stage-Round-7---Play-Offs,N/A
314,Aggression Cup,NaN,https://aoe-elo.com/tournament/314/Aggression-Cup,$150
312,Battle of Hermanos,B-Tier,https://aoe-elo.com/tournament/312/Battle-of-Hermanos,N/A
301,Masters of Arena 6 Qualifiers,A-Tier,https://aoe-elo.com/tournament/301/Masters-of-Arena-6-Qualifiers,N/A
304,Visible Cup 4 Swiss Stage Round 5-6,NaN,https://aoe-elo.com/tournament/304/Visible-Cup-4-Swiss-Stage-Round-5-6,N/A
305,Collection Cup,A-Tier,https://aoe-elo.com/tournament/305/Collection-Cup,$2400
302,Championnat Francophone II,C-Tier,https://aoe-elo.com/tournament/302/Championnat-Francophone-II,$298
306,Empires Showdown 3,Charity (C-Tier),https://aoe-elo.com/tournament/306/Empires-Showdown-3,N/A
307,VNS Master Cup 2021,B-Tier,https://aoe-elo.com/tournament/307/VNS-Master-Cup-2021,$1390
298,Visible Cup 4 Swiss Stage Round 3-4,A-Tier,https://aoe-elo.com/tournament/298/Visible-Cup-4-Swiss-Stage-Round-3-4,N/A
299,Red Bull Wololo 4,S-Tier,https://aoe-elo.com/tournament/299/Red-Bull-Wololo-4,$30000
291,Visible Cup 4 Swiss Stage Round 1-2,NaN,https://aoe-elo.com/tournament/291/Visible-Cup-4-Swiss-Stage-Round-1-2,N/A
297,Aorus Leage,NaN,https://aoe-elo.com/tournament/297/Aorus-Leage,N/A
303,Moscow Cybersport 3,B-Tier,https://aoe-elo.com/tournament/303/Moscow-Cybersport-3,N/A
296,Yolo Cup,A-Tier,https://aoe-elo.com/tournament/296/Yolo-Cup,$1000
308,World Desert Championship: Sand League,B-Tier,https://aoe-elo.com/tournament/308/World-Desert-Championship--Sand-League,$350
293,Red Bull Wololo 4 Qualifier #2,NaN,https://aoe-elo.com/tournament/293/Red-Bull-Wololo-4-Qualifier--2,N/A
443,AOEliga: Season #3,C-Tier,https://aoe-elo.com/tournament/443/AOEliga--Season--3,$239
292,Outback Legends,B-Tier,https://aoe-elo.com/tournament/292/Outback-Legends,$1548
446,Rusaoc Cup 60: Gold Rush,Weekly (C-Tier),https://aoe-elo.com/tournament/446/Rusaoc-Cup-60--Gold-Rush,$62
290,Red Bull Wololo 4 Qualifer #1,NaN,https://aoe-elo.com/tournament/290/Red-Bull-Wololo-4-Qualifer--1,N/A
249,Deep Waters Gaming Pro League S1,NaN,https://aoe-elo.com/tournament/249/Deep-Waters-Gaming-Pro-League-S1,N/A
267,Ellie's Charity Invitational 2,Charity (A-Tier),https://aoe-elo.com/tournament/267/Ellie-s-Charity-Invitational-2,$2000
278,Copa México: Guerras Floridas,C-Tier,https://aoe-elo.com/tournament/278/Copa-M--xico--Guerras-Floridas,$400
263,SuperLeAGE #3,NaN,https://aoe-elo.com/tournament/263/SuperLeAGE--3,$65
262,World Desert Championship,NaN,https://aoe-elo.com/tournament/262/World-Desert-Championship,$8000
268,USA Cup 2021,B-Tier,https://aoe-elo.com/tournament/268/USA-Cup-2021,$1200
279,Rey de las Américas 2,B-Tier,https://aoe-elo.com/tournament/279/Rey-de-las-Am--ricas-2,$1000
445,Rusaoc Cup 59: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/445/Rusaoc-Cup-59--Arabia,$61
284,Hidden Cup Italia,B-Tier,https://aoe-elo.com/tournament/284/Hidden-Cup-Italia,$947
282,French Cup 2021,B-Tier,https://aoe-elo.com/tournament/282/French-Cup-2021,$450
280,Arabia Invitational by Mario Ovalle 2,A-Tier,https://aoe-elo.com/tournament/280/Arabia-Invitational-by-Mario-Ovalle-2,$2000
283,Muumilaakso,NaN,https://aoe-elo.com/tournament/283/Muumilaakso,N/A
281,ICRYPEX Turkish League,B-Tier,https://aoe-elo.com/tournament/281/ICRYPEX-Turkish-League,$394
400,Rusaoc Cup 58: Hideout,Weekly (C-Tier),https://aoe-elo.com/tournament/400/Rusaoc-Cup-58--Hideout,N/A
269,SalzZ Cup 3,B-Tier,https://aoe-elo.com/tournament/269/SalzZ-Cup-3,$265
277,Rusaoc Cup 57: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/277/Rusaoc-Cup-57--Arena,$59
254,Good Old Times Cup,NaN,https://aoe-elo.com/tournament/254/Good-Old-Times-Cup,$530
265,ASIA Cup - MAJOR FINALS,NaN,https://aoe-elo.com/tournament/265/ASIA-Cup---MAJOR-FINALS,$2500
276,Rusaoc Cup 56: Regicide Fortress,Weekly (C-Tier),https://aoe-elo.com/tournament/276/Rusaoc-Cup-56--Regicide-Fortress,$186
275,Rusaoc Cup 55: Oasis,Weekly (C-Tier),https://aoe-elo.com/tournament/275/Rusaoc-Cup-55--Oasis,$174
261,Tarreo Comunity League,C-Tier,https://aoe-elo.com/tournament/261/Tarreo-Comunity-League,$139
260,Copa Who,NaN,https://aoe-elo.com/tournament/260/Copa-Who,$200
246,European Rumble,NaN,https://aoe-elo.com/tournament/246/European-Rumble,$4211
274,Rusaoc Cup 54: Baltic,Weekly (C-Tier),https://aoe-elo.com/tournament/274/Rusaoc-Cup-54--Baltic,$118
253,Hidden Cup 4,S-Tier,https://aoe-elo.com/tournament/253/Hidden-Cup-4,$87240
294,Queen's Clash,NaN,https://aoe-elo.com/tournament/294/Queen-s-Clash,N/A
273,Rusaoc Cup 53: Land Nomad,Weekly (C-Tier),https://aoe-elo.com/tournament/273/Rusaoc-Cup-53--Land-Nomad,$134
247,Hidden Cup 4 Qualifiers,Qualifier (S-Tier),https://aoe-elo.com/tournament/247/Hidden-Cup-4-Qualifiers,$3200
255,Baby Cup 2021: Paladins,C-Tier,https://aoe-elo.com/tournament/255/Baby-Cup-2021--Paladins,N/A
241,Master of Socotra,NaN,https://aoe-elo.com/tournament/241/Master-of-Socotra,$1000
272,Rusaoc Cup 52: Golden Pit,Weekly (C-Tier),https://aoe-elo.com/tournament/272/Rusaoc-Cup-52--Golden-Pit,$123
243,Lords of the Arena,NaN,https://aoe-elo.com/tournament/243/Lords-of-the-Arena,$500
444,Rusaoc Cup 51: Hill Fort,Weekly (C-Tier),https://aoe-elo.com/tournament/444/Rusaoc-Cup-51--Hill-Fort,$61
242,German Championship,NaN,https://aoe-elo.com/tournament/242/German-Championship,$3000
244,Clash of Anatolia,NaN,https://aoe-elo.com/tournament/244/Clash-of-Anatolia,$284
442,AOEliga: Season #2,B-Tier,https://aoe-elo.com/tournament/442/AOEliga--Season--2,$467
340,Liga Argentina 2,C-Tier,https://aoe-elo.com/tournament/340/Liga-Argentina-2,$100
248,Special Tournament from Moscow Cybersport,C-Tier,https://aoe-elo.com/tournament/248/Special-Tournament-from-Moscow-Cybersport,$132
239,Red Bull Wololo 3,S-Tier,https://aoe-elo.com/tournament/239/Red-Bull-Wololo-3,$30000
240,Maestros de Arabia,NaN,https://aoe-elo.com/tournament/240/Maestros-de-Arabia,$300
238,Red Bull Wololo 3 Qualifier #2,NaN,https://aoe-elo.com/tournament/238/Red-Bull-Wololo-3-Qualifier--2,N/A
271,Rusaoc Cup 50: Final of the Year,B-Tier,https://aoe-elo.com/tournament/271/Rusaoc-Cup-50--Final-of-the-Year,$754
237,Red Bull Wololo 3 Qualifier #1,NaN,https://aoe-elo.com/tournament/237/Red-Bull-Wololo-3-Qualifier--1,N/A
231,Terra Nova,NaN,https://aoe-elo.com/tournament/231/Terra-Nova,$1000
236,French Rumble,NaN,https://aoe-elo.com/tournament/236/French-Rumble,$1300
235,SalzZ Cup 2,C-Tier,https://aoe-elo.com/tournament/235/SalzZ-Cup-2,$426
230,Brotherhood Turnier High Elo,NaN,https://aoe-elo.com/tournament/230/Brotherhood-Turnier-High-Elo,N/A
227,Double Cup,NaN,https://aoe-elo.com/tournament/227/Double-Cup,$400
270,Rusaoc Cup 48: Hideout,Weekly (C-Tier),https://aoe-elo.com/tournament/270/Rusaoc-Cup-48--Hideout,$68
229,Tournament Champions League 2020,A-Tier,https://aoe-elo.com/tournament/229/Tournament-Champions-League-2020,$10000
222,Master of the Circus,NaN,https://aoe-elo.com/tournament/222/Master-of-the-Circus,$200
228,Crikey Cup Open #14,NaN,https://aoe-elo.com/tournament/228/Crikey-Cup-Open--14,$73
438,Rusaoc Cup 46: HyperRandom,Weekly (C-Tier),https://aoe-elo.com/tournament/438/Rusaoc-Cup-46--HyperRandom,$88
441,AOEliga: Season #1,B-Tier,https://aoe-elo.com/tournament/441/AOEliga--Season--1,$435
3,Masters of RMS,NaN,https://aoe-elo.com/tournament/3/Masters-of-RMS,$390
219,King of the Desert 3,S-Tier,https://aoe-elo.com/tournament/219/King-of-the-Desert-3,$50000
226,Crikey Cup Open #13,NaN,https://aoe-elo.com/tournament/226/Crikey-Cup-Open--13,$71
342,Liga Argentina,NaN,https://aoe-elo.com/tournament/342/Liga-Argentina,N/A
225,Crikey Cup Open #12,NaN,https://aoe-elo.com/tournament/225/Crikey-Cup-Open--12,$71
223,Town Bell Cup III,NaN,https://aoe-elo.com/tournament/223/Town-Bell-Cup-III,$100
224,Crikey Cup Open #11,NaN,https://aoe-elo.com/tournament/224/Crikey-Cup-Open--11,$71
437,Rusaoc Cup 44: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/437/Rusaoc-Cup-44--Arabia,$58
